srno,mobmake,hubid,hubpincode,pickuppartnerid,deliverypartnerid,insuranceCompanyId,custpincodecategory,claimtype,custpincode,memcreateddate,mobilepurchasedate,claimintdate,servicecntrid,pickupStartdate,Prediction
2821110,C,8,700064,233,233,131,A,ADLD,700046,2018-01-11,2018-01-11,2018-01-30,4500,2018-02-03,12.881182117917838
2873506,AN,21,110015,233,233,131,B,ADLD,147301,2017-04-17,2017-04-14,2018-02-15,4580,2018-02-20,11.160725814141715
2879993,AN,21,110015,233,233,131,B,ADLD,135003,2017-11-24,2017-11-22,2018-02-17,4580,2018-02-21,11.123062260366494
2934771,AN,11,641012,201,201,131,D,ADLD,695583,2017-08-14,2017-08-10,2018-03-03,4495,2018-03-03,16.298460102975582
2831344,C,7,500004,233,233,228,A,ADLD,500016,2018-01-16,2017-05-18,2018-02-02,4477,2018-02-05,11.495388136453007
2876740,Y,2,110018,233,233,131,B,ADLD,121102,2017-11-30,2017-11-28,2018-02-16,4147,2018-02-19,20.05923898262147
2876740,AN,2,110018,233,233,131,B,ADLD,121102,2017-11-30,2017-11-01,2018-02-16,4147,2018-02-19,20.05923898262147
2825811,AJ,2,110018,233,233,228,A,ADLD,110095,2017-08-11,2016-08-30,2018-01-31,4388,2018-02-05,15.505309323242793
2939552,AJ,7,500004,233,233,228,A,ADLD,500072,2017-07-14,2017-12-19,2018-03-05,4474,2018-03-12,11.910092617881412
3017902,AN,26,560066,233,233,131,A,ADLD,641016,2017-06-12,2017-06-09,2018-03-25,4495,2018-03-31,10.795242310413009
2827830,AD,2,110018,233,233,228,A,ADLD,110007,2017-09-09,2016-10-22,2018-02-01,4148,2018-02-08,16.707442171267996
2849595,G,8,700064,233,233,131,A,ADLD,700110,2017-11-16,2017-11-16,2018-02-07,4504,2018-02-09,13.030957835729382
2865640,AN,21,110015,233,233,131,B,ADLD,140604,2018-01-23,2017-02-23,2018-02-13,4580,2018-02-16,11.348632550011848
2838996,Y,8,700064,233,233,131,C,ADLD,751023,2018-01-31,2018-01-18,2018-02-04,4508,2018-02-21,13.278318698852543
2900307,AN,21,110015,233,233,131,C,ADLD,126112,2018-01-09,2017-07-06,2018-02-23,4580,2018-03-06,12.025349047684426
2889316,R,1,400059,233,233,131,A,ADLD,110005,2017-08-11,2016-10-24,2018-02-20,4011,2018-02-23,17.369391936796738
2889316,S,1,400059,233,233,131,A,ADLD,110005,2017-08-11,2017-04-29,2018-02-20,4011,2018-02-23,17.369391936796738
2943416,AJ,7,500004,233,233,228,A,ADLD,500020,2017-09-06,2017-06-06,2018-03-05,4474,2018-03-14,11.910092617881412
2948481,AJ,2,110018,233,233,131,A,ADLD,122015,2017-01-12,2017-01-12,2018-03-07,4388,2018-03-12,16.84793537101251
2989410,AN,22,400104,233,233,131,A,ADLD,411001,2017-05-09,2017-05-05,2018-03-16,4581,2018-03-20,12.500128859069552
2964532,AI,8,700064,233,233,131,C,ADLD,753004,2018-02-07,2018-02-07,2018-03-10,4499,2018-03-20,15.867954999047377
3000758,C,5,380009,233,233,228,A,ADLD,382350,2017-06-03,2017-04-27,2018-03-20,4546,2018-03-24,12.156536121557108
2994710,AD,2,110018,308,233,131,A,ADLD,122011,2016-12-24,2016-12-20,2018-03-19,4148,2018-03-23,17.967908488465298
2949498,AD,2,110018,233,233,131,A,ADLD,110059,2017-07-10,2016-06-29,2018-03-07,4148,2018-03-19,17.016209986031576
3044534,AN,7,500004,233,233,228,A,ADLD,500085,2018-02-17,2017-02-27,2018-04-01,4403,2018-04-04,9.758599473936327
2993698,C,1,400059,233,233,131,A,ADLD,400709,2016-10-24,2016-10-18,2018-03-18,4545,2018-03-24,13.908119308918716
3011727,J,2,110018,233,233,131,B,ADLD,515002,2017-01-04,2017-12-27,2018-03-23,5138,2018-03-27,16.084848167063083
3055322,AJ,27,110034,233,233,228,A,ADLD,110065,2017-07-06,2017-07-01,2018-04-04,4388,2018-04-07,12.245208169719758
3029768,AE,8,700064,233,233,131,C,ADLD,753002,2017-12-19,2017-12-19,2018-03-28,4503,2018-04-04,15.380762597484372
3017686,AI,3,560011,308,245,131,A,ADLD,560078,2018-02-01,2018-02-01,2018-03-25,4460,2018-03-27,11.367418858692188
2879594,AJ,6,160059,201,233,131,D,ADLD,133301,2017-03-16,2017-03-12,2018-02-17,4437,2018-02-28,15.772915084846204
2862468,AN,2,110018,233,245,131,A,ADLD,110052,2016-12-12,2016-12-10,2018-02-12,4147,2018-02-17,17.0330921690885
2939972,C,1,400059,233,233,131,A,ADLD,400063,2017-03-19,2017-03-17,2018-03-05,4545,2018-03-16,14.001878053256846
2904793,AI,2,110018,233,233,131,A,ADLD,110027,2017-10-16,2017-10-15,2018-02-24,4388,2018-02-27,15.878721329816097
2931562,AN,17,800001,233,233,228,A,ADLD,800001,2018-02-03,2017-11-10,2018-03-03,4538,2018-03-05,12.6290065590425
3045774,AM,2,110018,233,233,131,C,ADLD,141003,2017-12-26,2017-12-26,2018-04-02,4092,2018-04-06,15.299095974781517
3018426,AN,26,560066,233,245,131,A,ADLD,560068,2017-05-03,2017-09-05,2018-03-25,5001,2018-03-30,10.609678026042051
2939567,AN,7,500004,233,233,131,B,ADLD,506015,2017-06-16,2017-06-14,2018-03-05,4403,2018-03-24,14.93599831936266
3003837,AN,21,110015,201,233,131,0,ADLD,334803,2018-02-26,2018-02-24,2018-03-21,4580,2018-03-27,16.992260343504952
2909761,Y,1,400059,233,233,131,A,ADLD,500054,2017-12-21,2017-09-21,2018-02-26,4581,2018-02-28,14.490871485340302
3005833,AN,6,160059,233,233,131,B,ADLD,160022,2017-06-23,2017-06-21,2018-03-22,4441,2018-03-26,13.163113819260232
2862765,AN,22,400104,233,245,131,A,ADLD,380018,2017-12-21,2017-12-09,2018-02-12,4581,2018-02-15,12.986682219507841
2939605,C,12,302006,233,233,131,B,ADLD,333026,2017-12-20,2017-12-18,2018-03-05,4453,2018-03-14,16.305995368196204
3047262,S,24,110092,233,233,228,A,ADLD,122018,2017-08-03,2017-06-01,2018-04-02,4150,2018-04-16,13.299535215908007
2889870,AN,3,560011,233,233,131,B,ADLD,575028,2017-10-19,2017-10-16,2018-02-20,4467,2018-03-03,14.465039439116893
3068424,AN,7,500004,233,233,131,A,ADLD,500072,2017-09-04,2017-02-24,2018-04-09,4403,2018-04-21,10.339986472100712
2822234,G,2,110018,233,233,228,A,ADLD,110029,2017-12-14,2017-08-02,2018-01-30,4153,2018-02-03,16.688578085254292
2836878,AN,4,600024,233,233,131,A,ADLD,600092,2017-12-27,2017-12-26,2018-02-03,4490,2018-02-08,11.065965661646619
2833768,C,8,700064,233,233,131,A,ADLD,700053,2017-05-08,2017-05-08,2018-02-03,4500,2018-02-07,12.621967022955719
2855488,C,3,560011,233,233,131,B,ADLD,590010,2016-10-10,2016-10-07,2018-02-09,4461,2018-02-14,14.592799392733054
2850936,AN,7,500004,233,233,131,C,ADLD,505001,2017-03-25,2017-03-23,2018-02-08,4403,2018-02-22,14.498481120205714
2897639,AN,22,400104,233,233,131,B,ADLD,431005,2017-06-03,2017-05-23,2018-02-22,4581,2018-02-24,14.72497364402574
2967979,AI,8,700064,233,0,131,A,ADLD,700102,2017-11-13,2017-11-11,2018-03-10,4499,2018-03-13,12.665917320344542
2982907,T,1,400059,233,233,228,B,ADLD,530002,2018-01-29,2017-09-19,2018-03-15,4011,2018-03-17,18.694899335675395
2930179,C,11,641012,201,233,131,A,ADLD,641047,2017-04-05,2017-04-04,2018-03-01,4492,2018-03-16,13.075403641303458
3007885,AJ,2,110018,233,233,228,A,ADLD,122015,2017-05-01,2017-02-11,2018-03-22,4388,2018-03-25,15.82501773816008
2928597,AN,3,560011,233,233,131,A,ADLD,560100,2018-02-19,2017-10-09,2018-03-01,5001,2018-03-10,12.28681466619364
3024887,AI,27,110034,233,233,131,A,ADLD,110019,2017-12-11,2017-12-11,2018-03-27,4388,2018-04-09,14.702274440104121
3076411,AN,7,500004,233,233,228,B,ADLD,503003,2018-02-05,2017-12-26,2018-04-11,4403,2018-04-13,12.131741241277233
3068209,AJ,23,400001,233,233,131,A,ADLD,380026,2018-03-03,2018-03-03,2018-04-09,4398,2018-04-10,11.228635204286705
2944927,AE,2,110018,233,245,131,A,ADLD,110096,2017-11-25,2017-11-25,2018-03-06,4093,2018-03-08,20.907118115732754
3083610,AN,21,110015,233,245,131,A,ADLD,110017,2017-04-29,2017-04-28,2018-04-14,4580,2018-04-22,7.775511206966005
2879408,AN,7,500004,233,233,131,C,ADLD,533437,2017-04-17,2017-04-14,2018-02-17,4403,2018-02-21,14.235187206954246
2987177,AN,26,560066,233,233,131,A,ADLD,560067,2017-08-14,2017-08-12,2018-03-16,5001,2018-03-19,10.807429189574973
2938325,AN,21,110015,233,233,131,B,ADLD,180010,2017-08-17,2017-08-14,2018-03-04,4580,2018-03-20,14.247568350672099
3007778,AI,23,400001,233,233,131,A,ADLD,400603,2018-03-05,2018-03-05,2018-03-22,4398,2018-03-26,12.823958933401794
3010179,AN,26,560066,233,233,131,A,ADLD,641034,2017-10-23,2017-10-18,2018-03-23,5001,2018-03-27,10.892998359595657
3003082,AN,26,560066,233,233,131,C,ADLD,571401,2017-07-15,2017-08-01,2018-03-21,5001,2018-04-12,12.274293873067661
2819175,AN,21,110015,233,233,131,A,ADLD,122001,2017-08-27,2017-03-08,2018-01-30,4580,2018-02-06,10.578667773845662
2819175,AN,21,110015,233,233,131,A,ADLD,122001,2017-08-27,2017-03-23,2018-01-30,4580,2018-02-06,10.578667773845662
2839454,AJ,7,500004,233,233,228,A,ADLD,500072,2017-09-08,2017-01-20,2018-02-05,4474,2018-02-11,11.849062433094621
2963643,C,2,110018,233,233,228,A,ADLD,122001,2018-02-20,2016-09-18,2018-03-10,4091,2018-03-19,16.805057164041326
2930716,AR,1,400059,233,233,131,A,ADLD,122001,2017-10-18,2017-10-05,2018-03-02,4011,2018-03-06,17.623891779135835
3043198,AD,2,110018,233,233,228,A,ADLD,122001,2017-05-04,2016-11-23,2018-03-31,4011,2018-04-07,17.849625086513154
2827647,AN,22,400104,233,233,131,A,ADLD,421503,2016-08-16,2016-08-03,2018-02-01,4581,2018-02-06,12.446750195893458
2856228,AN,22,400104,233,233,131,A,ADLD,400604,2017-05-21,2017-05-18,2018-02-09,4581,2018-02-12,12.029774883069773
2837253,AJ,2,110018,233,233,131,A,ADLD,110031,2017-12-23,2017-12-23,2018-02-03,4388,2018-02-10,15.878721329816097
2848376,C,5,380009,233,233,131,A,ADLD,380015,2017-11-21,2017-11-21,2018-02-07,4546,2018-02-09,13.02461692778659
2902574,AN,22,400104,233,233,131,B,ADLD,382421,2016-12-20,2016-12-17,2018-02-23,4581,2018-02-27,14.458761843909013
2986828,AJ,23,400001,233,233,131,A,ADLD,400077,2017-05-03,2017-05-03,2018-03-16,4398,2018-03-17,12.560665020150326
2931211,AN,17,800001,201,233,131,0,ADLD,815312,2017-03-11,2017-03-08,2018-03-03,4538,2018-03-07,17.44864409802527
3026787,AN,26,560066,233,233,131,A,ADLD,560030,2018-01-12,2018-01-11,2018-03-27,5001,2018-03-31,11.131335492344691
2971272,AI,8,700064,233,233,131,C,ADLD,712306,2017-10-03,2017-09-29,2018-03-12,4499,2018-03-26,14.320092672908599
3023126,AN,7,500004,233,233,131,A,ADLD,500058,2017-04-10,2017-04-09,2018-03-26,4403,2018-04-04,10.646300600947482
3011764,C,2,110018,233,233,228,A,ADLD,110029,2018-02-15,2018-02-15,2018-03-23,4550,2018-04-06,10.695019227000534
3066588,AN,26,560066,308,233,131,A,ADLD,560103,2017-12-07,2017-12-06,2018-04-08,5001,2018-04-11,9.446453443234585
3063468,AN,21,110015,233,233,131,C,ADLD,121106,2017-11-24,2017-11-23,2018-04-07,4580,2018-04-12,9.97335637912591
3062147,AN,21,110015,233,233,131,A,ADLD,121002,2017-06-26,2017-06-24,2018-04-06,4580,2018-04-15,8.002109443410639
2949151,AN,22,400104,233,245,131,A,ADLD,380054,2017-04-27,2017-04-26,2018-03-07,4581,2018-03-09,12.68314527026746
3026006,AN,21,110015,233,245,131,A,ADLD,110018,2017-04-24,2017-04-22,2018-03-27,4580,2018-03-31,10.041817456369436
2824689,AI,10,226010,233,233,131,B,ADLD,282007,2017-11-22,2017-11-22,2018-01-31,4444,2018-02-09,14.810214099046686
3062849,AJ,25,560037,233,233,131,A,ADLD,600036,2017-06-29,2017-06-29,2018-04-07,4460,2018-04-11,8.99068774888369
2962522,AE,8,700064,233,233,131,B,ADLD,781008,2018-02-06,2018-02-06,2018-03-10,4503,2018-03-25,18.865435971081943
2837096,J,5,380009,233,245,131,B,ADLD,390018,2018-01-29,2018-01-21,2018-02-03,4017,2018-02-09,19.630359962422414
2866469,AN,4,600024,233,233,131,A,ADLD,600034,2017-05-15,2017-05-13,2018-02-13,4490,2018-02-16,10.616718134989467
2999306,AN,26,560066,308,233,131,A,ADLD,560068,2017-05-19,2017-05-17,2018-03-19,5001,2018-03-26,11.286302262405508
3026352,AE,2,110018,0,233,131,A,ADLD,110036,2017-12-20,2017-12-20,2018-03-27,4093,2018-03-29,17.615103757415124
3034495,C,3,560011,308,245,131,A,ADLD,560068,2017-08-05,2017-08-04,2018-03-29,4461,2018-04-14,12.494658038769563
2979308,AJ,25,560037,308,233,228,A,ADLD,560085,2017-10-18,2017-05-01,2018-03-14,4460,2018-03-21,10.759622769624754
3043062,AI,7,500004,233,233,131,B,ADLD,522002,2018-01-15,2018-01-15,2018-03-31,4474,2018-04-03,13.766388935449621
3058202,AI,6,160059,233,233,131,C,ADLD,143001,2018-01-19,2018-01-19,2018-04-05,4437,2018-04-12,12.565061565833426
3005821,C,4,600024,233,233,228,A,ADLD,600118,2017-10-24,2016-05-19,2018-03-22,4483,2018-04-08,10.23640473047452
2890369,AN,21,110015,201,233,131,0,ADLD,285201,2018-01-06,2018-01-04,2018-02-20,4580,2018-02-24,16.228496875088865
2850452,AN,7,500004,233,233,131,A,ADLD,500032,2017-02-18,2017-02-17,2018-02-07,4403,2018-02-10,12.126728154205919
2839276,C,2,110018,233,233,228,A,ADLD,121003,2017-11-07,2017-11-04,2018-02-05,4091,2018-02-08,19.97748780515988
2862040,AA,2,110018,233,233,228,B,ADLD,248001,2017-08-05,2017-08-05,2018-02-12,4150,2018-02-13,14.926514373742425
2865470,AA,12,302006,233,233,228,B,ADLD,334001,2018-01-17,2018-01-12,2018-02-13,4459,2018-02-17,15.004632052685176
2844562,AN,22,400104,233,233,131,A,ADLD,380058,2017-12-12,2017-12-11,2018-02-06,4581,2018-02-14,12.941599605005036
2902631,AN,8,700064,233,233,228,A,ADLD,700090,2017-07-26,2017-07-22,2018-02-23,4508,2018-02-26,11.013237890667858
2906764,AN,11,641012,201,233,131,A,ADLD,641004,2017-03-02,2017-02-15,2018-02-25,4495,2018-02-27,12.838160763753535
2907788,S,9,411016,233,233,131,B,ADLD,440004,2018-02-02,2017-04-18,2018-02-26,4027,2018-03-01,16.315641449774514
2938306,AN,21,110015,233,233,131,A,ADLD,201014,2017-10-06,2017-10-01,2018-03-04,4580,2018-03-07,11.515735666653562
2884211,AI,8,700064,233,233,131,B,ADLD,734434,2017-10-23,2017-10-21,2018-02-19,4499,2018-02-26,15.733437108519196
2944874,AN,21,110015,233,233,228,B,ADLD,281004,2018-01-31,2018-01-31,2018-03-06,4580,2018-03-08,13.60730469130967
2922588,C,2,110018,233,233,228,A,ADLD,110029,2017-08-09,2017-01-30,2018-02-28,4094,2018-03-10,16.748549704809694
2994303,AN,21,110015,233,233,131,A,ADLD,110053,2017-05-19,2017-05-17,2018-03-18,4580,2018-03-20,10.02937206704946
2938302,U,2,110018,233,233,228,A,ADLD,500034,2017-05-20,2016-11-11,2018-03-04,4540,2018-03-15,12.625117398714448
2938302,U,2,110018,0,233,228,A,ADLD,500034,2017-05-20,2016-11-11,2018-03-04,4540,2018-03-15,14.268192738114907
2971263,C,8,700064,233,0,131,A,ADLD,700016,2017-05-24,2017-05-23,2018-03-12,4500,2018-03-13,13.011635569411792
2986449,AN,22,400104,201,233,131,D,ADLD,443001,2016-04-15,2016-04-11,2018-03-16,4581,2018-03-19,16.990185471662596
3034812,AJ,27,110034,233,233,228,A,ADLD,110041,2018-01-30,2017-12-12,2018-03-29,4388,2018-03-30,16.279561315813655
3021770,AN,21,110015,233,233,131,A,ADLD,110033,2017-07-04,2017-07-17,2018-03-26,4580,2018-03-29,10.02937206704946
2990336,P,3,560011,233,233,228,A,ADLD,560103,2018-02-09,2018-01-17,2018-03-17,4390,2018-03-26,12.440596960026229
3012139,C,3,560011,233,233,228,A,ADLD,560034,2018-01-18,2016-12-20,2018-03-23,4469,2018-03-23,11.672486646358093
3030427,AJ,27,110034,233,233,131,A,ADLD,302013,2017-06-02,2017-05-20,2018-03-28,4388,2018-04-02,12.994202441184967
3052836,L,2,110018,233,233,131,A,ADLD,121006,2017-07-04,2017-06-26,2018-04-04,5138,2018-04-11,14.433219258801802
3021600,AJ,8,700064,233,233,131,B,ADLD,722101,2017-06-15,2017-05-13,2018-03-26,4499,2018-04-04,13.546735856967995
2885481,AN,21,110015,233,233,228,A,ADLD,226010,2018-02-03,2017-08-09,2018-02-19,4580,2018-02-22,10.772822602180957
2829865,AN,22,400104,233,233,131,A,ADLD,411061,2017-06-02,2017-06-01,2018-02-01,4581,2018-02-06,12.446750195893458
2840040,AN,4,600024,233,233,131,A,ADLD,600034,2017-02-21,2017-02-20,2018-02-05,4490,2018-02-09,10.79417973886795
2898386,C,12,302006,233,233,131,A,ADLD,302015,2017-12-17,2017-12-17,2018-02-22,4453,2018-02-26,13.486775940377344
2999996,AN,21,110015,233,233,131,C,ADLD,301001,2017-07-10,2017-07-06,2018-03-20,4580,2018-03-29,13.723787432755728
3000052,AN,21,110015,233,233,131,B,ADLD,324010,2017-09-09,2017-09-05,2018-03-20,4580,2018-03-23,14.511061497925597
2857231,AJ,3,560011,233,245,131,A,ADLD,560032,2017-05-02,2017-05-02,2018-02-09,4460,2018-02-12,10.689420464012315
2900532,AJ,9,411016,233,233,228,B,ADLD,440026,2017-08-17,2017-08-17,2018-02-23,4021,2018-03-08,15.76601474977039
2885279,AN,22,400104,233,233,131,B,ADLD,440002,2017-09-29,2018-03-06,2018-02-19,4581,2018-02-21,14.837744040096624
2986336,C,2,110018,308,233,228,A,ADLD,122018,2018-02-25,2017-05-17,2018-03-16,4550,2018-03-22,11.897703473653424
2941793,AN,8,700064,233,233,131,A,ADLD,700007,2017-05-09,2017-03-16,2018-03-05,4508,2018-04-01,10.890692310487134
3006574,AN,21,110015,233,233,131,C,ADLD,141001,2017-09-13,2017-07-01,2018-03-22,4580,2018-04-05,10.057552684049346
2838277,AN,21,110015,201,233,131,D,ADLD,126113,2018-01-18,2017-11-16,2018-02-04,4673,2018-02-10,13.793593267644956
3019777,C,2,110018,233,233,228,A,ADLD,122001,2018-03-08,2017-05-16,2018-03-26,4091,2018-03-28,16.805057164041326
2826750,AE,2,110018,233,233,131,A,ADLD,110053,2017-02-14,2017-02-13,2018-01-31,4093,2018-02-03,17.146541422486404
2827847,AJ,8,700064,233,233,131,A,ADLD,700059,2017-05-09,2017-05-09,2018-02-01,4499,2018-02-09,12.048822444127087
2861823,AN,22,400104,201,233,131,D,ADLD,424310,2018-01-25,2017-10-11,2018-02-12,4581,2018-02-20,16.284677284898716
2883470,AN,21,110015,201,233,131,0,ADLD,283203,2018-02-01,2018-01-23,2018-02-18,4580,2018-02-21,16.228496875088865
2941796,AJ,8,700064,201,233,228,0,ADLD,754210,2017-12-15,2017-12-10,2018-03-05,4499,2018-03-07,18.471294559409706
2966292,AN,21,110015,233,233,131,A,ADLD,201301,2017-07-06,2017-07-04,2018-03-10,4580,2018-03-13,11.333055118488888
2891641,Z,5,380009,233,233,228,B,ADLD,390011,2017-08-13,2017-07-11,2018-02-20,4392,2018-02-24,14.000826486526865
2984739,AN,8,700064,233,233,131,A,ADLD,700157,2017-04-17,2017-04-15,2018-03-15,4508,2018-03-17,10.905194354505563
2969899,AN,21,110015,233,233,131,A,ADLD,110041,2018-02-21,2018-02-19,2018-03-11,4580,2018-03-20,10.503476453942874
2896172,H,1,400059,233,233,228,C,ADLD,490006,2018-02-04,2017-04-15,2018-02-22,4011,2018-03-06,18.875524630603536
2993211,AJ,23,400001,233,233,228,A,ADLD,380006,2017-12-15,2017-12-12,2018-03-17,4398,2018-03-21,12.404632631425748
2984770,AN,22,400104,233,233,131,B,ADLD,403708,2017-04-04,2017-03-30,2018-03-15,4581,2018-03-22,15.171485508121894
3013577,AN,21,110015,233,233,131,A,ADLD,201306,2017-12-18,2017-12-03,2018-03-24,4580,2018-03-27,11.515735666653562
3023131,AN,22,400104,233,233,131,A,ADLD,382445,2017-06-23,2017-06-21,2018-03-26,4581,2018-03-28,12.651570844554751
3011273,AN,21,110015,233,233,131,A,ADLD,201301,2017-05-04,2017-04-29,2018-03-23,4580,2018-03-27,11.333055118488888
2945209,AB,1,400059,233,233,131,A,ADLD,800006,2017-08-20,2017-08-18,2018-03-06,4390,2018-03-08,17.7781733047683
3038848,AI,23,400001,233,233,131,A,ADLD,421505,2017-10-16,2017-10-16,2018-03-30,4398,2018-04-03,10.986173629735667
3056440,AN,22,400104,233,233,131,A,ADLD,400089,2017-05-23,2017-05-22,2018-04-05,4581,2018-04-07,10.118568197884006
3056440,AN,22,400104,0,233,131,A,ADLD,400089,2017-05-23,2017-05-22,2018-04-05,4581,2018-04-07,9.196782782920035
3045671,AN,22,400104,233,233,131,B,ADLD,424001,2017-06-07,2017-06-03,2018-04-02,4581,2018-04-06,12.978449658126797
3052204,AJ,25,560037,233,233,131,A,ADLD,560103,2017-12-23,2017-08-25,2018-04-03,4460,2018-04-09,9.214352611191215
3055386,Y,6,160059,233,233,131,C,ADLD,143401,2017-10-10,2017-09-24,2018-04-04,4441,2018-04-08,12.824093840615006
3057161,AJ,27,110034,233,233,228,A,ADLD,201304,2018-01-23,2017-02-19,2018-04-05,4388,2018-04-14,12.858878953250464
3067109,AA,24,110092,233,233,131,A,ADLD,110053,2018-03-24,2017-03-31,2018-04-09,4150,2018-04-12,13.551777821642192
3049925,C,17,800001,233,0,131,A,ADLD,800004,2017-11-06,2017-11-03,2018-04-03,4409,2018-04-07,9.73274908841659
3062857,AN,21,110015,201,233,131,D,ADLD,182121,2017-08-09,2017-08-05,2018-04-07,4580,2018-04-14,13.344389382658346
3056427,C,2,110018,233,233,228,A,ADLD,110059,2018-01-04,2017-12-30,2018-04-05,4094,2018-04-11,14.90000595514981
3064345,AE,1,400059,233,233,131,A,ADLD,382440,2018-02-05,2018-02-05,2018-04-07,4015,2018-04-10,14.3098851328093
2875835,C,2,110018,233,245,131,A,ADLD,110092,2016-10-12,2016-10-07,2018-02-16,4550,2018-02-21,11.8009744859973
3012185,AN,26,560066,233,245,131,C,ADLD,576225,2017-12-01,2017-11-29,2018-03-23,5001,2018-03-30,14.123905385265175
2839905,AN,11,641012,201,201,131,0,ADLD,673570,2017-05-03,2017-04-26,2018-02-05,4495,2018-02-08,15.182127341229613
2872316,AJ,10,226010,233,233,131,B,ADLD,282007,2018-01-30,2017-05-10,2018-02-15,4444,2018-02-20,14.791202447313932
2866171,AI,10,226010,233,233,131,A,ADLD,226018,2017-10-03,2017-10-02,2018-02-13,4444,2018-02-21,13.018446517673524
3001167,AA,7,500004,233,233,228,A,ADLD,500081,2018-02-23,2018-02-22,2018-03-20,4479,2018-03-24,11.946064945697689
3053622,AE,2,110018,233,233,131,A,ADLD,110043,2018-02-28,2017-01-04,2018-04-04,4093,2018-04-06,15.72013921705535
2973038,AN,21,110015,233,233,131,A,ADLD,121005,2017-04-05,2017-04-03,2018-03-12,4580,2018-03-14,10.22786059657938
2892708,AN,22,400104,233,233,131,B,ADLD,395007,2017-07-24,2017-07-22,2018-02-21,4581,2018-02-28,14.37505898436866
3009328,AJ,8,700064,233,233,228,A,ADLD,700003,2018-02-03,2017-01-17,2018-03-22,4499,2018-03-26,12.714266609052148
3066639,AN,26,560066,233,233,131,A,ADLD,600116,2017-10-25,2017-10-24,2018-04-09,5001,2018-04-10,9.362256717830116
2973398,AN,22,400104,233,233,131,B,ADLD,440013,2018-02-02,2017-12-16,2018-03-13,4581,2018-03-16,15.559864246404809
3035413,AN,22,400104,308,233,131,A,ADLD,421301,2017-10-10,2017-10-09,2018-03-29,4581,2018-04-03,10.762640420540468
3046258,AN,26,560066,233,233,131,B,ADLD,583101,2017-04-27,2017-03-30,2018-04-02,5001,2018-04-07,11.781227495001792
3046258,AN,26,560066,233,233,131,B,ADLD,583101,2017-04-27,2017-04-14,2018-04-02,5001,2018-04-07,11.536731490417178
3057544,AI,6,160059,233,233,131,C,ADLD,143001,2018-01-02,2018-01-02,2018-04-05,4437,2018-04-12,12.565061565833426
2923665,AN,21,110015,233,233,131,A,ADLD,160055,2017-04-18,2017-04-15,2018-02-28,4580,2018-03-11,11.006355650530457
2941806,C,8,700064,233,233,228,C,ADLD,723101,2018-02-28,2018-02-28,2018-03-05,4500,2018-03-13,16.621833549024768
2835351,AN,21,110015,233,233,228,A,ADLD,122001,2018-01-18,2017-03-29,2018-02-03,4580,2018-02-05,9.733965812667853
2854549,AN,2,110018,233,233,131,A,ADLD,110085,2017-04-11,2018-03-07,2018-02-09,4580,2018-02-13,10.92362825284167
2906383,AJ,2,110018,233,233,228,A,ADLD,122001,2017-08-07,2017-05-02,2018-02-25,4388,2018-02-26,15.444990059539244
3042588,AN,21,110015,233,233,131,A,ADLD,110085,2016-08-10,2016-07-27,2018-03-31,4580,2018-04-11,7.743544866857702
2892293,AN,22,400104,233,245,131,B,ADLD,390007,2016-05-18,2016-05-01,2018-02-21,4581,2018-02-28,14.132028067612184
2839794,AN,22,400104,233,233,131,A,ADLD,401105,2017-12-11,2017-12-09,2018-02-05,4019,2018-02-08,13.178432146712009
2831240,AN,22,400104,233,233,131,A,ADLD,380054,2017-06-23,2017-06-21,2018-02-02,4581,2018-02-09,12.857896745464684
2823208,H,6,160059,233,233,131,B,ADLD,134116,2017-01-05,2017-01-05,2018-01-31,4441,2018-02-02,14.097088647958131
2879069,AN,2,110018,233,233,131,A,ADLD,110041,2017-03-11,2017-03-08,2018-02-16,4147,2018-02-21,16.914389362668082
2872970,C,2,110018,233,233,131,A,ADLD,110058,2017-02-27,2017-02-26,2018-02-15,4094,2018-02-17,17.146541422486404
2884715,AN,21,110015,233,233,131,A,ADLD,201301,2017-04-11,2017-04-07,2018-02-19,4580,2018-02-21,10.947073708104298
2907428,AN,22,400104,233,233,131,B,ADLD,390019,2017-08-09,2017-08-02,2018-02-26,4581,2018-02-27,14.37505898436866
2940561,AJ,23,400001,233,233,131,A,ADLD,411037,2017-08-11,2017-08-10,2018-03-05,4398,2018-03-09,12.659938364148672
2930221,AN,21,110015,233,233,131,A,ADLD,110070,2017-04-14,2017-04-12,2018-03-01,4580,2018-03-08,10.29205271177145
2844565,C,1,400059,233,233,131,A,ADLD,400055,2017-11-30,2017-11-30,2018-02-06,4010,2018-02-24,17.44412483663688
2946974,AN,21,110015,233,233,131,A,ADLD,110005,2017-05-22,2017-05-20,2018-03-06,4580,2018-03-10,10.094967521895802
2934478,AN,7,500004,233,233,131,A,ADLD,500036,2018-01-05,2018-01-03,2018-03-03,4403,2018-03-08,12.68787733452556
2940404,Y,9,411016,233,233,131,A,ADLD,411039,2018-02-10,2017-09-22,2018-03-05,4581,2018-03-08,11.851652518436612
2940214,C,3,560011,233,233,131,A,ADLD,560001,2016-10-19,2016-10-18,2018-03-05,4461,2018-03-12,13.26993404787702
2974154,AJ,2,110018,233,233,131,A,ADLD,110092,2018-01-10,2017-10-17,2018-03-13,4388,2018-03-15,16.421054802835954
